lag,gaussian,bernoulli,average
lag 267,8389.921378333253,8244.215155628788,8317.06826698102
lag 268,8351.483256265406,8233.0036095229,8292.243432894153
lag 269,8257.817074091137,8376.441751816266,8317.129412953702
lag 270,8251.615558385845,8552.59074753486,8402.103152960353
lag 271,8393.713759971899,8374.624050609356,8384.168905290628
lag 272,8443.15057484919,8335.701164407574,8389.425869628383
lag 273,8105.009311643686,8389.793812515765,8247.401562079725
lag 274,8463.554823546501,8096.7574953024905,8280.156159424496
lag 275,8369.614442748712,8391.061653541046,8380.33804814488
lag 276,8465.837376032045,8256.69147689304,8361.264426462541
lag 277,8134.197476926999,8381.694526319661,8257.94600162333
lag 278,8416.24843945934,8204.347865917789,8310.298152688563
lag 279,8437.803477237056,8306.644344492455,8372.223910864755
lag 280,8066.24545581469,8187.553104773458,8126.899280294074
lag 281,7920.560136050364,7927.387471357851,7923.973803704108
lag 282,8368.822524116407,8302.523695669755,8335.673109893081
lag 283,8119.906250929978,8111.938438314151,8115.922344622065
lag 284,8415.608962403454,8473.355963166103,8444.482462784777
lag 285,8004.088775309242,8330.407789759138,8167.24828253419
lag 286,8164.268175767209,8309.083552297881,8236.675864032546
lag 287,8132.065617768036,8019.810011558477,8075.937814663256
lag 288,7948.570853957071,8342.732533065531,8145.651693511301
lag 289,8080.772393698981,8417.469183030718,8249.12078836485
lag 290,8329.677182785515,8376.109658117926,8352.89342045172
lag 291,8243.68969487485,7926.5015856880245,8085.095640281437
lag 292,8030.7535952616045,7825.220491930702,7927.987043596153
lag 293,8096.268642893605,8208.679813887888,8152.474228390746
lag 294,8355.072912726671,7980.7013301055,8167.887121416086
lag 295,8245.193191829365,7741.072683852477,7993.132937840921
lag 296,8146.4603212500715,8130.209951353767,8138.335136301919
lag 297,8296.715440229376,8068.979641426886,8182.847540828131
lag 298,8163.33221590248,8370.364178590175,8266.848197246327
lag 299,8473.567580403247,8179.170867214491,8326.36922380887
lag 300,8090.988235122163,8023.5185938266895,8057.253414474426
