lag,gaussian,bernoulli,average
lag 285,2000.2608266450982,2027.7930804434084,2014.0269535442533
lag 286,1999.5695084218937,1906.4285573163536,1952.9990328691238
lag 287,2057.6694968991296,2017.090033523377,2037.3797652112535
lag 288,2057.7176201435623,2081.700762216248,2069.7091911799052
lag 289,2017.9696014282333,2049.522942390021,2033.7462719091272
lag 290,1994.73384456316,2021.1474456096598,2007.9406450864099
lag 291,1895.3950925504055,2033.2512607125602,1964.323176631483
lag 292,2044.0731456465314,2054.1063442554473,2049.0897449509894
lag 293,1946.632996470505,1980.344624956829,1963.4888107136671
lag 294,2000.9036138430736,1986.8004623382512,1993.8520380906625
lag 295,1973.3097281732116,2052.8283073160583,2013.069017744635
lag 296,1981.6467893213048,2029.2183270754,2005.4325581983526
lag 297,2055.1502305560384,2037.2397961899455,2046.195013372992
lag 298,2013.6365495558007,2013.2152095137894,2013.425879534795
lag 299,1962.4648993698775,1958.7088093485258,1960.5868543592017
lag 300,1958.220652976902,1981.185408569482,1969.703030773192
